week,year,gen_acc_balance,rev_acc_balance,com_acc_balance,forked_accounts_balance,total_portfolio_value,weekly_income,active_forked_accounts,total_forked_accounts_created,quarterly_reinvestment
164,4,128059.3763981311,526596.144348474,223123.2444165135,988410.7926983703,1866189.5578614888,19662.757539711023,7,7,0.0
165,4,131332.7150155853,539249.2813934278,224883.51551972868,998257.3638326299,1893722.8757613716,27533.3178998827,7,7,0.0
166,4,131332.7150155853,553491.8761594156,224569.49382145927,1005658.7437237847,1915052.8287202448,21329.952958873087,7,7,0.0
167,4,132619.9624079727,559279.4356485748,225780.85041607605,1021796.0827178196,1939476.3311904431,24423.50247019864,7,7,0.0
168,4,134663.72472579096,565627.814578876,226854.97465419973,1033439.0675637792,1960585.581522646,21109.25033220258,7,7,0.0
169,4,137798.12268511756,573856.8131375372,229739.73556992272,1047564.5851167022,1988959.2565092798,28373.674986633872,7,7,0.0
170,4,139952.5654387355,583195.2703300624,230597.98725909038,1061905.2435658802,2015651.0665937685,26691.81008448867,7,7,0.0
171,4,142328.4465036432,589789.0168604923,231229.92257373562,1077118.6884413098,2040466.074379181,24815.007785412705,7,7,0.0
172,4,143478.7460299066,598419.3762328741,234049.39396308488,1094077.631867409,2070025.1480932746,29559.07371409376,8,8,0.0
173,4,145001.85334729275,604365.1878118914,234882.32385434303,1109919.2599769707,2094168.624990498,24143.476897223372,8,8,0.0
174,4,148545.81136083836,619951.3798408628,236133.61461641954,1127300.996545515,2131931.802363636,37763.177373137645,8,8,0.0
175,4,152312.09509551214,619951.3798408628,239301.68735472992,1145169.2102892417,2156734.3725803467,24802.570216710992,8,8,0.0
176,4,152279.46294526232,625880.1269484771,242590.01108491246,1157138.7606856537,2177888.3616643054,21153.98908395879,8,8,0.0
177,4,156438.59737309278,632690.160782992,243260.9570855604,1169461.4696750315,2201851.184916677,23962.823252371112,8,8,0.0
178,4,162049.73645980004,638777.5008800676,244477.59950481565,1181532.7528858455,2226837.5897305286,24986.404813852045,8,8,0.0
179,4,167890.0706787596,649457.0132429606,245752.03281814398,1192746.2305228165,2255845.3472626805,29007.75753215183,8,8,0.0
180,4,170309.52242873487,665531.9260621287,248948.84417426147,1209092.2158116307,2293882.5084767556,38037.16121407498,8,8,0.0
181,4,171544.23071710172,672490.1207652403,251095.7643643073,1224336.290307078,2319466.4061537273,25583.89767697202,8,8,0.0
182,4,173111.98851754065,679514.0947042699,251095.7643643073,1237287.3183075981,2341009.165893716,21542.7597399883,8,8,0.0
183,4,175527.5287744693,686129.2318855695,252352.4626221547,1254874.5214212786,2368883.744703472,27874.578809756422,8,8,0.0
184,4,177197.11313627136,697018.8280025466,252352.4626221547,1268565.1623960866,2395133.5661570593,26249.821453587065,8,8,0.0
185,4,181767.81288606738,714319.517820523,254703.17291488327,1285421.250130541,2436211.7537520146,41078.18759495554,8,8,0.0
186,4,185860.1816288011,714319.517820523,256823.10715455352,1301232.000564936,2458234.8071688134,22023.05341679867,8,8,0.0
187,4,188629.31440931343,719287.5114471768,258060.5386831468,1317556.8421511184,2483534.2066907557,25299.39952194184,9,9,0.0
188,4,193300.55130160565,730814.216031418,259357.15098532868,1337268.1432542058,2520740.0615725582,37205.85488180262,9,9,0.0
189,4,196321.53882937026,738334.333542347,259357.15098532868,1351387.9609488198,2545400.9843058656,24660.922733307798,9,9,0.0
190,4,199199.81665077034,757135.3853124222,261519.9829084039,1370017.9359591138,2587873.12083071,42472.13652484452,9,9,0.0
191,4,202350.00445478447,765361.0406931444,263701.2756552684,1389266.5846674824,2620678.9054706795,32805.78463996952,9,9,0.0
192,4,205022.6173961103,765361.0406931444,264876.4986527053,1407997.1710035505,2643257.3277455103,22578.422274830908,9,9,0.0
193,4,213038.12300303436,772565.0321318895,266250.3060496026,1425921.2054925666,2677774.666677093,34517.33893158244,9,9,0.0
194,4,216435.5395610508,780943.9397978906,267704.73829224886,1445985.9368824132,2711070.154533603,33295.48785651045,9,9,0.0
195,4,120000.0,795240.3361425907,269017.06149588275,1567395.4316248745,2751652.829263348,40582.67472974442,10,10,0.0
196,4,119842.00857103095,801124.193710955,270300.33996482065,1589016.3507953451,2780282.893042152,28630.063778803644,10,10,0.0
197,4,121692.4044375176,814226.4767235452,271695.5375129673,1612841.5516802343,2820455.9703542646,40173.077312112815,10,10,0.0
198,4,123390.40755685457,822263.9017618394,271419.17520045204,1631677.5134914175,2848750.9980105637,28295.027656299084,10,10,0.0
199,4,125059.79190452788,828410.0832873851,272293.49673248956,1652970.0754541622,2878733.4473785646,29982.44936800119,10,10,0.0
200,4,125978.17447264331,840451.6258451032,273217.9413138076,1678362.226785935,2918009.968417489,39276.52103892455,10,10,0.0
201,4,125978.17447264331,846472.4979362163,275418.665320516,1706904.397072074,2954773.73480145,36763.76638396032,10,10,0.0
202,4,129496.04707261601,856052.8686729334,276847.3582749514,1734810.0976863555,2997206.3717068564,42432.63690540673,10,10,0.0
203,4,131394.9137825857,864712.5354886556,279029.006388609,1753308.1824151075,3028444.6380749578,31238.266368101056,10,10,0.0
204,4,132434.8509291905,873454.6839059416,278830.0834647811,1777764.606234611,3062484.224534524,34039.586459567065,10,10,0.0
205,4,134462.78232059898,897206.1521411915,280182.80373675213,1797177.5842897152,3109029.3224882577,46545.097953733086,10,10,0.0
206,4,135623.219170097,912026.3790981434,281597.5218208694,1818042.406723525,3147289.526812635,38260.204324377395,11,11,0.0
207,4,136945.19224309825,921135.9184785744,283085.3589367154,1844846.8329622406,3186013.302620629,38723.775807993545,11,11,0.0
208,4,139994.80120635376,935527.2844960907,283902.98803650186,1869166.8850192495,3228591.958758196,42578.656137567305,11,11,0.0
209,5,141328.9788708323,959843.532879847,284754.1659379157,1888956.7648568114,3274883.4425454065,46291.48378721079,11,11,0.0
210,5,141328.9788708323,970180.7671193301,285787.02809529746,1912207.265742903,3309504.039828363,34620.59728295665,11,11,0.0
211,5,143522.75764230528,977240.2020208486,287159.7080417656,1931334.439536392,3339257.107241311,29753.06741294842,11,11,0.0
212,5,144759.2406318962,984642.4750257574,288009.5981314139,1949322.925554805,3366734.2393438728,27477.132102560947,11,11,0.0
213,5,145991.15766981,1000651.7801549964,291850.97617914196,1979829.6227752585,3418323.536779207,51589.29743533426,11,11,0.0
214,5,150068.42470664837,1018654.6371966033,291850.97617914196,2001307.6527578577,3461881.6908402517,43558.15406104483,12,12,0.0
215,5,152385.15966653265,1027578.9562403098,293399.3702452545,2030611.36706089,3503974.853212987,42093.16237273528,12,12,0.0
216,5,154856.0137554008,1037589.0621881406,297390.34844580974,2056349.0493760738,3546184.473765425,42209.6205524383,12,12,0.0
217,5,157264.105521549,1048830.5417574383,299062.81723971403,2085662.2934110498,3590819.757929751,44635.284164325945,13,13,0.0
218,5,161655.16193210497,1060356.9027966517,300004.38356766506,2104279.7333960785,3626296.1816925,35476.423762749444,13,13,0.0
219,5,165881.24497352322,1076518.1899782761,304087.94559939497,2128454.9978417144,3674942.3783929087,48646.19670040831,13,13,0.0
220,5,165542.44511022355,1094616.5326833287,305554.7905561156,2153934.240668975,3719648.009018643,44705.6306257337,13,13,0.0
221,5,168234.90375689356,1102183.118609636,305554.7905561156,2174357.8492729026,3750330.6621955475,30682.6531769053,13,13,0.0
222,5,170808.73977616144,1114238.8316096554,306482.8996349612,2202230.558802774,3793761.0298235524,43430.36762800447,13,13,0.0
223,5,174811.5362404592,1130880.9771765526,308943.04075860285,2230457.1329937596,3845092.687169374,51331.65734582183,15,15,0.0
224,5,178952.0873342094,1142428.6555650614,310663.0645202741,2255986.604716561,3888030.412136106,42937.72496673174,15,15,0.0
225,5,181931.76910940977,1161196.703607352,310594.6094289701,2280550.4023423945,3934273.4844881264,46243.0723520202,15,15,0.0
226,5,186801.61849026295,1172385.7819785867,314969.8354517779,2309856.795519113,3984014.0314397407,49740.54695161439,15,15,0.0
227,5,188585.30026877948,1203327.9043046506,319173.6002691752,2346244.8909756835,4057331.6958182887,73317.66437854811,15,15,0.0
228,5,187523.12191006966,1214815.1023434422,323050.62102753617,2372870.6474612285,4098259.4927422768,40927.79692398825,15,15,0.0
229,5,190239.45445024184,1214815.1023434422,324588.94847483403,2401706.659025402,4131350.1642939197,33090.671551642976,15,15,0.0
