week,year,gen_acc_balance,rev_acc_balance,com_acc_balance,forked_accounts_balance,total_portfolio_value,weekly_income,active_forked_accounts,total_forked_accounts_created,quarterly_reinvestment
150,3,192285.3891655312,440966.4215628828,206809.40594162117,749400.0548597454,1589461.2715297807,9723.433766091592,4,4,0.0
151,3,193584.56104072576,442480.9731144217,207607.66320593463,755842.9778751249,1599516.175236207,10054.9037064265,4,4,0.0
152,3,197385.1769320572,444746.577368591,208165.50839129023,762416.6124714795,1612713.8751634178,13197.699927210797,4,4,0.0
153,3,200147.19818883325,448139.6092971776,209107.90608439487,766248.125468977,1623642.8390393828,10928.963875964691,5,5,0.0
154,3,200147.19818883325,450475.2345921497,209614.6344827893,771443.2630315928,1631680.330295365,8037.491255982461,5,5,0.0
155,3,201650.20751107982,456453.3247836293,210450.6863832872,776652.8751789713,1645207.0938569675,13526.763561602485,5,5,0.0
156,3,203862.61857012843,457848.6645811502,211315.49652775383,780623.3015915356,1653650.081270568,8442.987413600433,5,5,0.0
157,4,205503.89223681096,462535.5434223048,213315.71939068654,791206.4110215014,1672561.5660713036,18911.484800735616,5,5,0.0
158,4,211211.98503119074,467090.4940433638,214948.45811235128,803925.537439133,1697176.4746260387,24614.908554735164,5,5,0.0
159,4,215917.14054411167,480312.93298603897,214948.45811235128,820957.7190825692,1732136.250725071,34959.776099032344,5,5,0.0
160,4,120000.0,492017.5678044462,217935.08339152986,935485.4861883612,1765438.1373843374,33301.88665926608,6,6,0.0
161,4,122814.77439740693,505214.2944622683,219641.10157410856,948377.7576713623,1796047.9281051462,30609.790720808793,7,7,0.0
162,4,125889.37531997744,513335.3363531054,220756.33658001304,961541.1222128902,1821522.170465986,25474.24236083994,7,7,0.0
163,4,128736.81117150355,521076.35667131405,221922.35259216488,974791.2798867954,1846526.8003217778,25004.62985579172,7,7,0.0
